Type,Name,Latitude,Longitude
Supermarkets,365discount Tagensvej,55.701389,12.551461
Supermarkets,Føtex Frederiksberg Centeret,55.6818426,12.5323765
Supermarkets,365discount Skjern,55.9465583,8.4939154
Supermarkets,Elite Købmand,55.762532,12.5244089
Supermarkets,Supermarco,55.655436,12.5468164
Supermarkets,Wefood,55.6552817,12.6103299
Supermarkets,Rema 1000 Vallensbæk,55.624395,12.3887549
Supermarkets,MENY,55.7311376,12.3612446
Supermarkets,Skals Nærkøb,56.555412,9.402731
Supermarkets,ABC Lavpris,56.4742267,10.0116014
Supermarkets,Rema 1000 Nordbyen,54.807514,11.8721943
Supermarkets,Det Grønne Hjørne,55.059534,10.6103336
Supermarkets,Netto Mosede Center,55.5774286,12.2757268
Supermarkets,Rema 1000 Holbæk Kalundborgvej,55.7121345,11.66383
Supermarkets,SuperBrugsen Godthåbsvej,55.6930747,12.5119916
Supermarkets,Rema 1000 Brøndby Strand,55.6222643,12.4228928
Supermarkets,Meny Næstved,55.2285957,11.7619046
Supermarkets,Super Center,55.7023316,12.5323964
Supermarkets,SuperBrugsen Fensmark,55.2792147,11.8030226
Supermarkets,Meny Hjerting Bycenter,55.526304,8.3581502
Supermarkets,Asien Supermarket,55.7117442,12.5772203
Supermarkets,Rema 1000 Glostrup,55.6659873,12.3794752
Supermarkets,LIDL,55.7190974,12.5535955
Supermarkets,Rågeleje Købmand,56.095884,12.1714072
Supermarkets,Meny Hals,56.9923187,10.3071553
Supermarkets,MinKØBMAND,55.7204124,12.4703419
Supermarkets,Lygten Bazar,55.7028098,12.53736
Supermarkets,Meny Himmelev,55.6580085,12.1060704
Supermarkets,Eurodeli,55.6221192,12.4213949
Supermarkets,Den Belgiske ølbutik,55.6929891,12.4886033
Supermarkets,MENY Hobro,56.6267748,9.8047886
Supermarkets,MENY Bryggervangen,55.7099448,12.5638436
Supermarkets,Danske Bank,55.5644245,10.0865769
Supermarkets,Meny Holbæk,55.7145789,11.7155188
Supermarkets,Coop365,55.2159087,11.7572889
Supermarkets,"Lidl Valby, Søndre Fasanvej",55.6678027,12.5166951
Supermarkets,Alfa Plus,55.3932075,10.4233019
Supermarkets,Meny Risskov Brynet,56.1871168,10.2145416
Supermarkets,Meny Aalborg Østerhavn,57.0474146,9.9385291
Supermarkets,Lidl Fisketorvet,55.6615617,12.5620452
Supermarkets,Rema 1000 Brønshøj,55.7091153,12.4825149
Supermarkets,MENY Støvring,56.8916038,9.8378501
Supermarkets,Lidl Nordhavn,55.7073855,12.5973111
Supermarkets,LiDL,56.1664073,9.552152
Supermarkets,EuroDeli Aarhus,56.1753071,10.1133595
Supermarkets,Spar Kaas,57.1959671,9.674781
Supermarkets,SuperBrugsen Nærheden,55.6444498,12.2039923
Supermarkets,Mango Bazar Fyn,55.3944344,10.3487397
Supermarkets,Sparkær Købmand,56.4756816,9.2287218
Supermarkets,Skejby specialbutik,56.1943984,10.1950803
Supermarkets,Meny Hjørring Dagligvarer,57.455223,10.0057259
Supermarkets,Lidl Aalborg Tornhøjvej,57.0269764,9.9996403
Supermarkets,REMA 1000 Nørre Alslev,54.898776,11.878371
Supermarkets,Elite købmand,55.691389,12.567139
Supermarkets,Min købmand,55.791079,9.812033
Supermarkets,Kvickly Dagligvarer,55.7679844,12.1954194
Supermarkets,Letkøb Jyderup Statsfængslet,55.655952,11.4055682
Supermarkets,Minicentret,56.0389274,9.9174828
Supermarkets,Spar Ålborg Saltumvej,57.0346494,10.0084276
Supermarkets,Brugsen Øster Farimagsgade,55.691291,12.576331
Supermarkets,Alis Shop,55.718221,12.55756
Supermarkets,Byens Købmand,56.924525,10.019541
Supermarkets,Heidrun Mjød,56.6742345,9.8926906
Supermarkets,Købmand Sommerbyen Højvænge,55.721796,12.33881
Supermarkets,Thai Asia Marked,55.714809,11.714665
Supermarkets,SPAR Grauballe,56.226764,9.629483
Supermarkets,Thaimarket,55.679543,11.09403
Supermarkets,Torvekøbmanden,57.0632173,9.3708039
Supermarkets,Gundersted Købmandsgaard,56.904562,9.485247
Supermarkets,RH Minimarked,55.6532044,12.602208
Supermarkets,Agger Købmandshandel,56.781354,8.234652
Supermarkets,Hovslund Købmandsgård,55.1342125,9.3338338
Supermarkets,Vejers Strand Købmand,55.6199701,8.11927
Supermarkets,Letkøb,55.264317,11.5186601
Supermarkets,Skagen Sydstrand Købmand,57.6442745,10.4623073
Supermarkets,Købmandens Køkken,55.4390861,11.7969113
Supermarkets,Errindlev Købmandshandel,54.6684197,11.4977459
Supermarkets,Købmanden Lupintorvet,54.669224,11.9563616
Supermarkets,Thaishop,55.230345,11.762903
Supermarkets,Coma Horreby,54.8043979,11.9943454
Supermarkets,Coop Kvickly Vordingborg Bagerafdeling,55.0121112,11.913342
Supermarkets,SPAR Brønderslev,57.2487368,9.9971261
Supermarkets,Statsfængslet Nyborg Købmanden,55.3111169,10.7770657
Supermarkets,Købmanden i Ørsted,55.328919,10.059481
Supermarkets,REMA 1000 Vemmedrup,55.4664348,12.0688712
Supermarkets,Kvickly Bager,55.4569807,12.1779849
Supermarkets,Min Købmand Dagligvarer,55.625857,12.1359692
Supermarkets,Min Købmand Stige,55.4368781,10.4108983
Supermarkets,Spar Vollsmose Torv,55.4067431,10.44073
Supermarkets,Jasmin Plus,55.4068998,10.4410746
Supermarkets,Lærkeparkens Købmand,55.403358,10.43417
Supermarkets,Min Købmand Ishøj,55.610129,12.348907
Supermarkets,Kramnitze Købmand,54.704947,11.2580792
Supermarkets,Æblehaven Købmand,55.631139,12.06156
Supermarkets,Otto-man Dagligvarer,55.612387,12.360966
Supermarkets,Roskilde Bazar,55.6376938,12.0841037
Supermarkets,IFKL,55.6248517,12.6258543
Supermarkets,Fløng Købmanden,55.6546106,12.1893214
Supermarkets,Oriental Food Dagligvarer,55.6512631,12.3030108
Supermarkets,Kvickly Taastrup Bager,55.6517299,12.3016646
Supermarkets,Kvickly Albertslund Bager,55.6565421,12.3527063
Supermarkets,Kvickly Frugt & Grønt,55.7500747,12.107198
Supermarkets,Lahore,55.6621595,12.338492
Supermarkets,Røsnæs Brugs,55.7332784,10.9583276
Supermarkets,Ottpman,55.6633645,12.4585646
Supermarkets,Royal Bazaar,55.7272976,12.3432751
Supermarkets,Dagli'Brugsen Delikatesse,55.7369094,12.1488646
Supermarkets,Magasin Mad & Vin Dagligvarer,55.6790454,12.5845513
Supermarkets,SPAR Birkerød,55.8476935,12.4388386
Supermarkets,Satnam Købmanden,55.853495,12.1723191
Supermarkets,Kildebakkens Købmand,55.7443094,12.5076272
Supermarkets,Min Købmand Daugård,55.7331193,9.7033072
Supermarkets,Safran,55.7196037,12.443137
Supermarkets,Asian Cash and Carry,55.7125101,12.4706777
Supermarkets,365discount Nærum,55.8147789,12.5303225
Supermarkets,Min Købmand Stauning,55.9635372,8.3729573
Supermarkets,Købmanden,55.9044805,9.7115973
Supermarkets,KWIK SPAR Gilleleje Købmand,56.1238712,12.3084743
Supermarkets,Minkøbmand Dagligvarer,56.0595947,12.0747056
Supermarkets,Kroens Købmand,56.0594381,12.0735791
Supermarkets,Spar Suldrup Daglivarer,56.8468566,9.700304
Supermarkets,Let-Køb Kollemorten,55.867593,9.364313
Supermarkets,Min Købmand Voldum,56.3648609,10.1671158
Supermarkets,Spar Karsemose,56.0170682,12.046893
Supermarkets,Rågeleje Købmand Slagter,56.095869,12.1714622
Supermarkets,Bagergårdens Minimarked,55.974486,10.233
Supermarkets,Købmanden i Horserød Fængsel,56.045998,12.4943397
Supermarkets,Vores Købmand Vonge,55.85927,9.421365
Supermarkets,Habesha India Food store,55.6719534,12.467716
Supermarkets,Min Købmand Mellem Hav og Fjord Staby,56.2655232,8.2409099
Supermarkets,Byens Købmand Kjellerup,56.2787,9.434283
Supermarkets,Min Købmand Kragelund,56.1946647,9.4092151
Supermarkets,Købmanden Nr. Felding,56.3155774,8.6055451
Supermarkets,Hjerl Hede Købmandsforretning,56.4846752,8.870768
Supermarkets,Kvickly Odder Café,55.974591,10.1486748
Supermarkets,SuperBrugsen Søtorvet,56.1721841,9.5539414
Supermarkets,Pandasia,56.1471305,9.9340747
Supermarkets,Multibazar Aarhus,56.1731022,10.1351843
Supermarkets,Spar Humlum,56.53983,8.551514
Supermarkets,Min Købmand Nr. Nissum,56.5496876,8.4174316
Supermarkets,Min Købmand Hjerm,56.4381724,8.6318123
Supermarkets,Vika Supermarked,56.476776,10.014471
Supermarkets,Min Købmand Rødding/Tjele,56.5001042,9.5044127
Supermarkets,elenas,56.5951517,8.9596082
Supermarkets,Min Købmand Hem,56.595965,8.959872
Supermarkets,Spar Fårup,56.5451842,9.8561405
Supermarkets,Ørding Købmandsgaard,56.717664,8.76037
Supermarkets,Tang Nielsen Nørager,56.706245,9.630824
Supermarkets,Vils Købmand,56.7641845,8.7274004
Supermarkets,Let-Køb Thise,56.703636,9.126343
Supermarkets,Vester Hornum Købmand,56.835504,9.360367
Supermarkets,Købmanden i Vegger,56.8864221,9.5709686
Supermarkets,Fælledvej købmand,56.7996492,8.8626828
Supermarkets,Spar Arden,56.7697178,9.8588452
Supermarkets,Sener,55.7195724,12.4430954
Supermarkets,SPAR Bælum,56.8314523,10.1118386
Supermarkets,Nærkøb Svenstrup,56.971915,9.8541062
Supermarkets,Spar Gug,57.0154672,9.9314448
Supermarkets,ht superland,57.3851134,10.1151705
Supermarkets,Løkken Klit Camping Købmand,57.3442251,9.7066487
Supermarkets,Langholt Købmand,57.102376,10.085681
Supermarkets,Let køb Hørby,57.3229356,10.3821533
