Type,Name,Longitude,Latitude
Beaches,n/a,12.2418697,57.1085543
Beaches,Fyns Nordligste Punkt,10.3007019,55.6227199
Beaches,Djursnæs,11.8545308,55.9450952
Beaches,Bork Nordstrand,8.2804888,55.8505723
Beaches,FKK,13.4197429,54.5788756
Beaches,Sibirien stranden,12.8142196,56.2369066
Beaches,Fyns Sydligste Punkt,10.5164440,55.0265954
Beaches,Nymølle,8.7891927,56.6779796
Beaches,Älmeshultabadet,14.8612410,57.7131631
Beaches,Westwid Nord,8.1293732,56.0201479
Beaches,Hemmet Strand,8.3335657,55.8763882
Beaches,Tange Søbad,9.5760012,56.3345454
Beaches,Kloster Surfspot,8.1698628,56.1058433
Beaches,Ellenbogenspitze,8.4639548,55.0459475
Beaches,Ålabodarnas strand,12.7809636,55.9379594
Beaches,Holmens Camping,9.7608350,56.0767228
Beaches,Strandkær Strand,10.5842864,56.2172409
Beaches,FKK-Strand,10.0327150,54.6552870
Beaches,Bjerregård Havn,8.1832467,55.8804400
Beaches,Nørhede Strand,8.2044724,56.3211167
Beaches,Sorte Bakker Strand,8.2692236,56.0735378
Beaches,Bork Sydstrand,8.2748777,55.8452359
Beaches,Rosenholm Bådelaug,10.3952930,56.2925721
Beaches,Bøgehoved,10.0373535,55.7349882
Beaches,Vätterstranden,14.1891229,57.7821713
Beaches,FKK Strand Niedamm / Golsmaas,9.9740342,54.7603305
Beaches,Skullarydsbadet,14.9190638,57.7584431
Beaches,Hundbad Vårhallen,14.3344801,55.5802205
Beaches,Balgö Brygga,12.2107437,57.1686079
Beaches,Rånnavägsbadplats,13.4900590,57.6756338
Beaches,Svanebäcksstranden,12.5646262,56.1595625
Beaches,Badplats Färåstjärn,12.0285450,57.6111534
Beaches,Stora skärsvägen Nyhamnsläge,12.5352512,56.2353705
Beaches,Bryggan Nyhamnsläge,12.5355012,56.2399520
Beaches,Badestrand,15.1437699,56.7776698
Beaches,Hinneryd badplats,13.6085958,56.6118333
Beaches,Bækskilde strand,10.4110798,54.9671772
Beaches,Sikabacken,14.9045878,56.7562141
Beaches,Bastuviken,15.0766936,56.1796248
Beaches,Grønhøj Strand,9.6625232,57.3277475
Beaches,Hostrup Strand,8.7398262,56.5697538
Beaches,Skjern Å Bad,8.5030433,55.9315937
Beaches,Østre Strand Struer,8.6132103,56.4833234
Beaches,Vadum Strand,8.7603888,56.6430023
Beaches,Livbjerggård Strand,8.6784635,56.4700893
Beaches,Näset,15.0722416,56.1765977
Beaches,Vinkelhage Strand,8.2961772,56.5678961
Beaches,Harrevig Strand,8.9186348,56.7032541
Beaches,Strandkær Strand Shelter,10.5848235,56.2185675
Beaches,Skibelund,9.6424696,55.4329772
Beaches,Strand,12.8397159,55.4255521
Beaches,Djupa Ro,14.9159732,56.7503968
Beaches,Röde Holme,11.9844712,57.3723533
Beaches,Hunde-Strand,10.0309669,54.6454737
Beaches,Furestads badplats,14.3805490,56.1620494
Beaches,Gottskär - Utholmen,12.0254173,57.3910430
Beaches,Rumpen,10.70993580555555555555555556,55.93180051111111111111111111
Beaches,Kyholm,10.67083601304347826086956522,55.93178081739130434782608696
Beaches,Lindholm,10.69515165277777777777777778,55.92749261388888888888888889
Beaches,Hjelm,10.80059507647058823529411765,56.13328691764705882352941176
Beaches,Hunseby Strand,11.54370003636363636363636364,54.8281902
Beaches,Nybølle Strand,11.24469865,54.95747965
Beaches,Ostseebad,9.430278478846153846153846154,54.81245779038461538461538462
Beaches,Weidefelder Strand,10.03152417073170731707317073,54.64904301951219512195121951
Beaches,Nordstrand,10.66765944347826086956521739,55.45927487608695652173913043
Beaches,Sydstranden,10.66746766176470588235294118,55.44781841764705882352941176
Beaches,Bellevue Strand,12.59252446296296296296296296,55.77757486666666666666666667
