Type,Name,Longitude,Latitude
Public Transport Stations,Ryomgård,10.5005559,56.3800312
Public Transport Stations,Skødstrup,10.3031417,56.2618625
Public Transport Stations,Trustrup,10.7715962,56.3507254
Public Transport Stations,Holte Station,12.4676394,55.8081675
Public Transport Stations,Albertslund Station,12.3521680,55.6588355
Public Transport Stations,Svendborg Busterminal,10.6127172,55.0610028
Public Transport Stations,Klampenborg,12.5880869,55.7767944
Public Transport Stations,Middelgrundsfortet,12.6660605,55.7197889
Public Transport Stations,Samsø - Hou,10.2591054,55.9124582
Public Transport Stations,Süderbrarup,9.7710492,54.6370044
Public Transport Stations,"Anleger der ""MS Eilun""",8.3975556,54.6292451
Public Transport Stations,Gamlestaden,12.0041784,57.7273513
Public Transport Stations,Surte,12.0132735,57.8252103
Public Transport Stations,Falkenberg,12.5082399,56.9195368
Public Transport Stations,Aspedalen,12.2586987,57.7626817
Public Transport Stations,Aspen,12.2407252,57.7544361
Public Transport Stations,Lerum,12.2716804,57.7690868
Public Transport Stations,Stenkullen,12.3141615,57.7914691
Public Transport Stations,Sävenäs,12.0254724,57.7247854
Public Transport Stations,Aneby,14.8120627,57.8376960
Public Transport Stations,Sävsjö,14.6654815,57.4027796
Public Transport Stations,Jübek,9.4051240,54.5589408
Public Transport Stations,Vislanda,14.4546073,56.7868213
Public Transport Stations,Örtofta,13.2439448,55.7788139
Public Transport Stations,Anneberg,12.1007582,57.5386004
Public Transport Stations,Kungsbacka,12.0798789,57.4900633
Public Transport Stations,Hede,12.0840091,57.5135192
Public Transport Stations,Kållered,12.0485103,57.6103737
Public Transport Stations,Laholm,12.9990604,56.5022529
Public Transport Stations,Dösjebro,13.0323526,55.8230233
Public Transport Stations,Glumslöv,12.8139456,55.9441998
Public Transport Stations,Gunnesbo,13.1675131,55.7269551
Public Transport Stations,Häljarp,12.9117426,55.8609346
Public Transport Stations,Kävlinge,13.1113280,55.7948786
Public Transport Stations,Ramlösa,12.7277133,56.0236621
Public Transport Stations,Rydebäck,12.7834962,55.9658595
Public Transport Stations,Teckomatorp,13.0857829,55.8705218
Public Transport Stations,Billeberga,12.9957337,55.8838170
Public Transport Stations,Vaggeryd,14.1455697,57.4982451
Public Transport Stations,Flintholm St.,12.4986859,55.6859951
Public Transport Stations,Farsø busterminal,9.3387325,56.7719900
Public Transport Stations,Dronningmølle,12.3875631,56.0976319
Public Transport Stations,Stæremosen,12.3188462,56.1122073
Public Transport Stations,Thisted,8.6877504,56.9525771
Public Transport Stations,Aarup,10.0519183,55.3830399
Public Transport Stations,Gelsted,9.9747029,55.3959843
Public Transport Stations,Aalborg,9.9167688,57.0429609
Public Transport Stations,Aalborg Vestby,9.9084872,57.0530125
Public Transport Stations,Balleby,8.2422507,56.5475879
Public Transport Stations,Nørgaardsvej,12.5131240,55.7706277
Public Transport Stations,Vejle,9.5365649,55.7066917
Public Transport Stations,Svendborg,10.6123386,55.0597191
Public Transport Stations,Stenstrup,10.5092258,55.1313483
Public Transport Stations,Københavns Lufthavn Kastrup,12.6494170,55.6295551
Public Transport Stations,Københavns Hovedbanegård,12.5653736,55.6724527
Public Transport Stations,Svendborg Vest,10.5817994,55.0557140
Public Transport Stations,Stenstrup Syd,10.5151776,55.1205002
Public Transport Stations,Kværndrup,10.5195274,55.1776998
Public Transport Stations,Rudme,10.4875601,55.1980829
Public Transport Stations,Tjæreborg,8.5793295,55.4665620
Public Transport Stations,Gørding,8.8015744,55.4696171
Public Transport Stations,Harboøre,8.1788771,56.6205864
Public Transport Stations,Thyborøn,8.2147161,56.7041225
Public Transport Stations,Skalbjerg,10.1414635,55.3660288
Public Transport Stations,Rødekro,9.3328242,55.0696351
Public Transport Stations,Hadsten,10.0478216,56.3271718
Public Transport Stations,Östra Grevie,13.1326800,55.4676727
Public Transport Stations,Maribo,11.5022570,54.7768029
Public Transport Stations,Ballen Færgehavn,10.6447315,55.8076853
Public Transport Stations,Folkparken,12.8723271,56.6809309
Public Transport Stations,Kastellet,14.8640112,56.1605371
Public Transport Stations,Anholt Grenå,11.5108817,56.7159128
Public Transport Stations,DFDS ferry terminal Copenhagen,12.5953987,55.7011424
Public Transport Stations,Nykøbing F,11.8778340,54.7668891
Public Transport Stations,Roskilde,12.0877782,55.6385464
Public Transport Stations,Flensburg / Flensborg,9.4365273,54.7741124
Public Transport Stations,Sassnitz,13.6379367,54.5164576
Public Transport Stations,Carlsberg,12.5361547,55.6634508
Public Transport Stations,Lindholm,9.9047405,57.0670441
Public Transport Stations,Skanderborg,9.9246973,56.0435631
Public Transport Stations,Haslev,11.9607806,55.3294750
Public Transport Stations,Gadstrup,12.0996554,55.5728238
Public Transport Stations,Alken,9.8456377,56.0525889
Public Transport Stations,Skagen,10.5916790,57.7241667
Public Transport Stations,Svendborg-Skarø-Drejø,10.6149042,55.0592474
Public Transport Stations,Kolle Kolle,12.4090266,55.7847950
Public Transport Stations,Abfahrtpunkt Ausflugsschiffe,13.6424523,54.5127272
Public Transport Stations,Thorsager,10.4479390,56.3560631
Public Transport Stations,Svendborg-Ærøskøbing,10.6147914,55.0577680
Public Transport Stations,Nordby,8.4084492,55.4501770
Public Transport Stations,Teglholmen,12.5513229,55.6479201
Public Transport Stations,Fynshav,9.9852697,54.9946335
Public Transport Stations,Østerport,12.5883611,55.6933460
Public Transport Stations,Nørreport,12.5717693,55.6834327
Public Transport Stations,Horsens,9.8356522,55.8626973
Public Transport Stations,Korsør,11.1347227,55.3571552
Public Transport Stations,Langeskov,10.5866134,55.3617508
Public Transport Stations,Holsted,8.9144535,55.4847669
Public Transport Stations,Esbjerg,8.4582375,55.4678370
Public Transport Stations,Brejning,9.6591388,55.6665112
Public Transport Stations,Odense,10.3861989,55.4018379
Public Transport Stations,Gredstedbro,8.7410961,55.3974404
Public Transport Stations,Nørre Aaby,9.8705631,55.4602039
Public Transport Stations,Kavslunde,9.8108381,55.4758609
Public Transport Stations,Middelfart,9.7344457,55.5016258
Public Transport Stations,Tinglev,9.2581486,54.9361334
Public Transport Stations,Sønderborg,9.7787325,54.9124564
Public Transport Stations,Høvelte,12.3883601,55.8509769
Public Transport Stations,Vojens,9.3049359,55.2484701
Public Transport Stations,Hjørring,9.9856433,57.4563721
Public Transport Stations,Kvissel,10.4124306,57.4719856
Public Transport Stations,Universitetshospitalet,10.1764096,56.1924949
Public Transport Stations,Lisbjerg Bygade,10.1646398,56.2167379
Public Transport Stations,Klokhøjen,10.1637677,56.2123605
Public Transport Stations,Aarhus H,10.2039136,56.1497091
Public Transport Stations,Viby J,10.1598843,56.1219040
Public Transport Stations,Odder,10.1505062,55.9718333
Public Transport Stations,Rude Havvej,10.1541815,55.9834059
Public Transport Stations,Assedrup,10.1825962,56.0040003
Public Transport Stations,Malling,10.1912382,56.0376645
Public Transport Stations,Beder,10.1982106,56.0569162
Public Transport Stations,Vilhelmsborg,10.1789691,56.0640386
Public Transport Stations,Mårslet,10.1642908,56.0687756
Public Transport Stations,Mølleparken,10.1543874,56.0725737
Public Transport Stations,Nørrevænget,10.1512014,56.0921794
Public Transport Stations,Tranbjerg,10.1358246,56.0965770
Public Transport Stations,G. Clausens Vej,10.1257973,56.1114793
Public Transport Stations,Øllegårdsvej,10.1338255,56.1146056
Public Transport Stations,Rosenhøj,10.1471843,56.1169706
Public Transport Stations,Kongsvang,10.1742357,56.1353763
Public Transport Stations,Østbanetorvet,10.2163979,56.1628981
Public Transport Stations,Hedehusgård,12.1875004,55.6476569
Public Transport Stations,Sølund,12.1864632,55.6410669
Public Transport Stations,Brandhøj,12.1828629,55.6363403
Public Transport Stations,Rubjerg,12.1698314,55.6245993
Public Transport Stations,Fem Ege,12.1598153,55.6149089
Public Transport Stations,Torsøvej,10.2284891,56.2054805
Public Transport Stations,Vestre Strandallé,10.2368262,56.1949777
Public Transport Stations,Vanløse,12.4925009,55.6871452
Public Transport Stations,Nejrup,8.1877347,56.5655651
Public Transport Stations,Valby,12.5135924,55.6637755
Public Transport Stations,Bor Norra,14.1700665,57.1161455
Public Transport Stations,Husum,12.4631515,55.7102870
Public Transport Stations,Ballerup,12.3582875,55.7297174
Public Transport Stations,Stenløse,12.1900778,55.7668501
Public Transport Stations,Furesøbad,12.3875540,55.8033845
Public Transport Stations,Lund centralstation,13.1863839,55.7067251
Public Transport Stations,Amhult resecentrum,11.7799015,57.7095976
Public Transport Stations,Dokk1,10.2129758,56.1541463
Public Transport Stations,Skolebakken,10.2131208,56.1571461
Public Transport Stations,Hedensted,9.6989045,55.7683994
Public Transport Stations,Høje Taastrup,12.2685570,55.6489673
Public Transport Stations,Skaaningbro,9.4934251,56.0263996
Public Transport Stations,Ølby,12.1756600,55.4798401
Public Transport Stations,Køge Nord,12.1726037,55.4995703
Public Transport Stations,Hvalsø,11.8592384,55.5953424
Public Transport Stations,Teglværket,12.3771815,55.8582756
Public Transport Stations,Kvistgård,12.5027958,55.9905165
Public Transport Stations,Allerød,12.3569533,55.8710875
Public Transport Stations,Storkevad,12.3796740,55.8614974
Public Transport Stations,Lergravsparken,12.6170475,55.6622360
Public Transport Stations,Amagerbro,12.6028945,55.6633965
Public Transport Stations,Christianshavn,12.5913771,55.6720958
Public Transport Stations,Kongens Nytorv,12.5850827,55.6796344
Public Transport Stations,Forum,12.5525408,55.6818073
Public Transport Stations,Frederiksberg,12.5322237,55.6811699
Public Transport Stations,Fasanvej,12.5235687,55.6815945
Public Transport Stations,Grenaa - Trafikterminal,10.8809691,56.4130285
Public Transport Stations,Lyngby,12.5031145,55.7680595
Public Transport Stations,Nærum,12.5281913,55.8138743
Public Transport Stations,Nykøbing F. Station,11.8771876,54.7668512
Public Transport Stations,Vejle Sygehus,9.5370354,55.7148547
Public Transport Stations,Mozarts Plads,12.5343368,55.6489712
Public Transport Stations,Sluseholmen,12.5444254,55.6458406
Public Transport Stations,Enghave Brygge,12.5565102,55.6540722
Public Transport Stations,Havneholmen,12.5593142,55.6609865
Public Transport Stations,Stoholm,9.1502120,56.4874367
Public Transport Stations,Spangsbjerg,8.4607842,55.4922758
Public Transport Stations,Holstebro,8.6204170,56.3653479
Public Transport Stations,Humlebæk,12.5330122,55.9637554
Public Transport Stations,Hårlev,12.2273620,55.3517563
Public Transport Stations,Frederikshavn,10.5403841,57.4413647
Public Transport Stations,Børkop,9.6521884,55.6421013
Public Transport Stations,Brørup,9.0155858,55.4826503
Public Transport Stations,Bandholm,11.4819246,54.8357870
Public Transport Stations,Espergærde,12.5495709,55.9954523
Public Transport Stations,Orientkaj,12.5951777,55.7118379
Public Transport Stations,Kalundborg Øst,11.1241213,55.6760433
Public Transport Stations,Gedser,11.9256619,54.5760991
Public Transport Stations,Thyregod,9.2520359,55.9084150
Public Transport Stations,Laven,9.7175105,56.1247189
Public Transport Stations,Oksbøl,8.2836773,55.6260402
Public Transport Stations,Husby,9.5757182,54.7642860
Public Transport Stations,Uphusum,8.8632444,54.8388134
Public Transport Stations,Rieseby,9.8206307,54.5416843
Public Transport Stations,Süderlügum,8.8893074,54.8710084
Public Transport Stations,Karise Station,12.1958384,55.3069109
Public Transport Stations,Rådhuspladsen,12.5682006,55.6764406
Public Transport Stations,Gammel Strand,12.5789275,55.6775945
Public Transport Stations,Enghave Plads,12.5467948,55.6672270
Public Transport Stations,Frederiksberg Allé,12.5406118,55.6735083
Public Transport Stations,Nørrebros Runddel,12.5489348,55.6935280
Public Transport Stations,Aksel Møllers Have,12.5329471,55.6860507
Public Transport Stations,Nuuks Plads,12.5425294,55.6884779
Public Transport Stations,Skjolds Plads,12.5487689,55.7034992
Public Transport Stations,Vibenhus Runddel,12.5647764,55.7063956
Public Transport Stations,Marmorkirken,12.5890307,55.6851258
Public Transport Stations,Trianglen,12.5755550,55.6992513
Public Transport Stations,Poul Henningsens Plads,12.5761362,55.7094751
Public Transport Stations,Tønder,8.8604254,54.9332725
Public Transport Stations,Ohs bruk,14.3308168,57.1928416
Public Transport Stations,Borås C,12.9318529,57.7208362
Public Transport Stations,Ystad,13.8251994,55.4273931
Public Transport Stations,Malmö Syd Svågertorp,12.9926500,55.5472428
Public Transport Stations,Triangeln,13.0010372,55.5932748
Public Transport Stations,Persborg,13.0293366,55.5806200
Public Transport Stations,Rosengård,13.0307937,55.5888929
Public Transport Stations,Östervärn,13.0315018,55.6078691
Public Transport Stations,Oxie,13.0956763,55.5417570
Public Transport Stations,Lockryd,13.1152315,57.6147939
Public Transport Stations,Løkken Busterminal,9.7120856,57.3685769
Public Transport Stations,Terminal 2,10.2530942,56.1520282
Public Transport Stations,Terminal 3,10.2542527,56.1517392
Public Transport Stations,Terminal 1,10.2521472,56.1522710
Public Transport Stations,Langå,9.8962704,56.3863117
Public Transport Stations,Aalborg Lufthavn,9.8750846,57.0847799
Public Transport Stations,Sprogøvej,8.2097572,56.6922377
Public Transport Stations,Alvesta,14.5572298,56.8989924
Public Transport Stations,Diö,14.2144150,56.6332902
Public Transport Stations,Älmhult,14.1369001,56.5509334
Public Transport Stations,Fährhafen Wyk Anleger 3,8.5768449,54.6926401
Public Transport Stations,Borris,8.6446805,55.9585289
Public Transport Stations,Nørre Nebel,8.2905921,55.7772816
Public Transport Stations,Rødkærsbro,9.4992634,56.3529703
Public Transport Stations,Ry,9.7586878,56.0912658
Public Transport Stations,Risskov Strandpark,10.2370451,56.1843725
Public Transport Stations,Hørdum,8.4903197,56.8504730
Public Transport Stations,Janderup,8.3738700,55.6227123
Public Transport Stations,Skive St.,9.0259835,56.5612927
Public Transport Stations,Uglev,8.5417601,56.6125662
Public Transport Stations,Sjørring,8.5880336,56.9519074
Public Transport Stations,Jegum,8.3017152,55.6646796
Public Transport Stations,Ydby,8.3985362,56.7139636
Public Transport Stations,Vrøgum,8.2922517,55.6538649
Public Transport Stations,Ribe Nørremark,8.7759680,55.3396566
Public Transport Stations,Amstrup,8.3296366,56.3908147
Public Transport Stations,Gjesing,8.4573095,55.5096696
Public Transport Stations,Bedsted Thy,8.4077389,56.8067003
Public Transport Stations,Højslev,9.1104515,56.5494043
Public Transport Stations,Jelling,9.4201541,55.7541136
Public Transport Stations,Brøns,8.7407720,55.1946892
Public Transport Stations,Silkeborg Trafikterminal,9.5446703,56.1642257
Public Transport Stations,Silkeborg,9.5442637,56.1639546
Public Transport Stations,Lyngs,8.4512148,56.6643667
Public Transport Stations,Engesvang,9.3517705,56.1678883
Public Transport Stations,Oddesund Nord,8.5470037,56.5825864
Public Transport Stations,Vinderup,8.7832488,56.4829526
Public Transport Stations,Svejbæk,9.6364340,56.1327912
Public Transport Stations,Frisvadvej,8.4865670,55.6277378
Public Transport Stations,Ølgod,8.6228043,55.8109645
Public Transport Stations,Give,9.2360572,55.8429533
Public Transport Stations,Tønder Nord,8.8610647,54.9388984
Public Transport Stations,Døstrup Sønderjylland,8.8077454,55.1175295
Public Transport Stations,Hvidbjerg,8.5266647,56.6498828
Public Transport Stations,Bramming,8.7067790,55.4647252
Public Transport Stations,Studsgård,8.9105827,56.0917529
Public Transport Stations,Hurup Thy,8.4178998,56.7511648
Public Transport Stations,Sejstrup,8.7335019,55.4352849
Public Transport Stations,Dyreby,8.2982478,55.6999360
Public Transport Stations,Armose,8.2657179,56.5293278
Public Transport Stations,Lunde,8.3640953,55.7561395
Public Transport Stations,Brande,9.1304693,55.9444353
Public Transport Stations,Sinkbæk,8.2840846,56.4377134
Public Transport Stations,Hviding,8.7301840,55.2745441
Public Transport Stations,Visby,8.8019351,55.0092975
Public Transport Stations,Ikast,9.1552631,56.1448411
Public Transport Stations,Rejsby,8.7320676,55.2305427
Public Transport Stations,Humlum,8.5521960,56.5398950
Public Transport Stations,Horsens - Trafikterminal,9.8362344,55.8636371
Public Transport Stations,Billum,8.3313480,55.6168951
Public Transport Stations,Lemvig Havn,8.3054240,56.5500659
Public Transport Stations,Bilka,10.4339763,55.3769830
Public Transport Stations,Cortex Park,10.4285006,55.3749819
Public Transport Stations,Campus Odense,10.4276090,55.3708127
Public Transport Stations,SDU,10.4281368,55.3668656
Public Transport Stations,SDU Syd/Hospital Nord,10.4276091,55.3635541
Public Transport Stations,Hospital Syd,10.4270121,55.3595936
Public Transport Stations,Parkering Odense Syd,10.4210958,55.3569126
Public Transport Stations,Hestehaven,10.4037357,55.3568436
Public Transport Stations,Hjallese St.,10.3933562,55.3579714
Public Transport Stations,Palnatokesvej,10.4037738,55.3942892
Public Transport Stations,Østerbæksvej,10.4159530,55.3934091
Public Transport Stations,Korsløkke,10.4206757,55.3930644
Public Transport Stations,Ejerslykke,10.4248196,55.3891507
Public Transport Stations,Rosengårdcentret,10.4285927,55.3848473
Public Transport Stations,IKEA,10.4319208,55.3813140
Public Transport Stations,Vestre Stationsvej,10.3721881,55.3963193
Public Transport Stations,Kongensgade,10.3785396,55.3986601
Public Transport Stations,Odense Banegård,10.3869544,55.4009441
Public Transport Stations,Odeon,10.3899899,55.3997993
Public Transport Stations,Albani Torv,10.3904526,55.3966026
Public Transport Stations,Benedikts Plads,10.3973995,55.3929494
Public Transport Stations,Østeraadalen,9.9142673,57.0163949
Public Transport Stations,Limfjorden,10.0449117,57.0505124
Public Transport Stations,Vinge,12.1158016,55.8102883
Public Transport Stations,Jerne,8.4864728,55.4744618
Public Transport Stations,Värnamo,14.0358477,57.1862915
Public Transport Stations,Mölndal,12.0185922,57.6562521
Public Transport Stations,Lomma,13.0749433,55.6739319
Public Transport Stations,Furulund,13.0972959,55.7752126
Public Transport Stations,Hjørring Øst,10.0055586,57.4548723
Public Transport Stations,Halmstad C,12.8642537,56.6692971
Public Transport Stations,Rødby,11.4311387,54.6806916
Public Transport Stations,Fähranleger Hallig Hooge,8.5562380,54.5788368
Public Transport Stations,Roskilde St. (Stationscentret),12.0840409,55.6379094
Public Transport Stations,Skjern Rtb,8.4944459,55.9454888
Public Transport Stations,Helsingborg - Ven,12.7223024,55.9035448
Public Transport Stations,MS Friheden,11.6491516,55.1774904
Public Transport Stations,Blokhus Busterminal (Møllevej),9.5896854,57.2507929
Public Transport Stations,Skælskør Busterminal,11.2920330,55.2505484
Public Transport Stations,Fährhafen Wyk Anleger 4,8.5774169,54.6924372
Public Transport Stations,ZOB Flensburg,9.4374260,54.7859965
Public Transport Stations,Eggebek ZOB,9.3697924,54.6190879
Public Transport Stations,Svalöv,13.1103829,55.9122782
Public Transport Stations,Kågeröd,13.0834353,55.9983095
Public Transport Stations,Billesholm,12.9769667,56.0565565
Public Transport Stations,Troldebakkerne,12.1903653,56.0322656
Public Transport Stations,Ängelholm,12.8539592,56.2456150
Public Transport Stations,Gudhjem Havn,14.9714444,55.2123533
Public Transport Stations,Hindås,12.4510905,57.7044070
Public Transport Stations,Mölnlycke,12.1178368,57.6568319
Public Transport Stations,Bollebygd,12.5705829,57.6676254
Public Transport Stations,Borgstena,13.0149767,57.8832839
Public Transport Stations,Knalleland,12.9426134,57.7341013
Public Transport Stations,Fristad,13.0085528,57.8271083
Public Transport Stations,Sandared,12.7915218,57.7098647
Public Transport Stations,Liseberg,11.9950224,57.6983815
Public Transport Stations,Månsarp,14.0708214,57.6541103
Public Transport Stations,Taberg,14.0872310,57.6788374
Public Transport Stations,Norrahammar,14.1160597,57.7045636
Public Transport Stations,Hovslätt,14.1237396,57.7347726
Public Transport Stations,Rocksjön,14.1982960,57.7751117
Public Transport Stations,Jönköping,14.1663188,57.7841901
Public Transport Stations,Bankeryd,14.1280899,57.8602896
Public Transport Stations,Vetlanda,15.0818494,57.4258681
Public Transport Stations,Ekenässjön,15.0196570,57.4893854
Public Transport Stations,Björköby,14.9105716,57.5209724
Public Transport Stations,Stensjön,14.8232080,57.5825704
Public Transport Stations,Brinellskolan,14.7010884,57.6694192
Public Transport Stations,Äng,14.5680615,57.6917468
Public Transport Stations,Tenhult,14.3266492,57.7051510
Public Transport Stations,Huskvarna,14.2649291,57.7823655
Public Transport Stations,Hok,14.2751898,57.5140452
Public Transport Stations,Eksjö,14.9768047,57.6639084
Public Transport Stations,Ormaryd,14.8327298,57.6649205
Public Transport Stations,Skillingaryd,14.0908805,57.4282579
Public Transport Stations,Hestra,13.5956427,57.4431654
Public Transport Stations,Malmbäck,14.4597258,57.5777851
Public Transport Stations,Gnosjö,13.7354120,57.3583622
Public Transport Stations,Tyringe,13.5982659,56.1595791
Public Transport Stations,Perstorp,13.3973631,56.1364456
Public Transport Stations,Åstorp,12.9488897,56.1340543
Public Transport Stations,Kvidinge,13.0444635,56.1372931
Public Transport Stations,Klippan,13.1289706,56.1307673
Public Transport Stations,Smålandsstenar,13.4146258,57.1613655
Public Transport Stations,Reftele,13.5930222,57.1760370
Public Transport Stations,Bredaryd,13.7376979,57.1765168
Public Transport Stations,Forsheda,13.8323101,57.1634687
Public Transport Stations,Rörstorp,14.0640443,57.1723674
Public Transport Stations,Ödåkra,12.7460410,56.1056107
Public Transport Stations,Hovmantorp,15.1408419,56.7859187
Public Transport Stations,Gemla,14.6451429,56.8705990
Public Transport Stations,Rydaholm,14.3126053,56.9855502
Public Transport Stations,Klevshult,14.0973204,57.3519073
Public Transport Stations,Båstad,12.9057866,56.4311641
Public Transport Stations,Maria,12.7105152,56.0759194
Public Transport Stations,Kattarp,12.7781376,56.1445095
Public Transport Stations,Förslöv,12.8011805,56.3551433
Public Transport Stations,Påarp,12.8174977,56.0293512
Public Transport Stations,Bjuv,12.9122776,56.0831811
Public Transport Stations,Mörarp,12.8734486,56.0556765
Public Transport Stations,Killeberg,14.0982297,56.4746873
Public Transport Stations,Ballingslöv,13.8489667,56.2145652
Public Transport Stations,Bjärnum,13.7065977,56.2916729
Public Transport Stations,Vittsjö,13.6632854,56.3423447
Public Transport Stations,Markaryd,13.5938162,56.4591858
Public Transport Stations,Marieholm,13.1590663,55.8646274
Public Transport Stations,Tågarp,12.9520601,55.9266468
Public Transport Stations,Vallåkra,12.8618480,55.9637950
Public Transport Stations,Gantofta,12.8056142,55.9904260
Public Transport Stations,Svedala,13.2328901,55.5068213
Public Transport Stations,Eslöv,13.3051287,55.8377321
Public Transport Stations,Stångby,13.1999123,55.7505965
Public Transport Stations,Burlöv,13.0794128,55.6405450
Public Transport Stations,Skurup,13.4980318,55.4801987
Public Transport Stations,Rydsgård,13.5877302,55.4742703
Public Transport Stations,Svarte,13.7174123,55.4284990
Public Transport Stations,Köpingebro,13.9333087,55.4562091
Public Transport Stations,Tomelilla,13.9493617,55.5464401
Public Transport Stations,Lunnarp,14.0425935,55.5411422
Public Transport Stations,Smedstorp,14.1173705,55.5496601
Public Transport Stations,Simrishamn,14.3528649,55.5541501
Public Transport Stations,Gärsnäs,14.1813479,55.5465007
Public Transport Stations,Önnestad,14.0289053,56.0606470
Public Transport Stations,Vinslöv,13.9169151,56.1048359
Public Transport Stations,Sösdala,13.6806661,56.0364321
Public Transport Stations,Tjörnarp,13.6299670,56.0004223
Public Transport Stations,Stehag,13.3930474,55.9002719
Public Transport Stations,Fjälkinge,14.2797697,56.0437393
Public Transport Stations,Ytterby,11.9176152,57.8623394
Public Transport Stations,Prøvestencentret,12.5726509,56.0199275
Public Transport Stations,Christiansfeld Rutebilstation,9.4834220,55.3573976
Public Transport Stations,Universitetsparken,10.2076605,56.1670580
Public Transport Stations,Vejen,9.1357514,55.4758216
Public Transport Stations,Mölnlycketerminalen,12.1175686,57.6572064
Public Transport Stations,Öhr Terminal,14.6757969,56.9934321
Public Transport Stations,Rieseby Schleibrücke Süd,9.8213282,54.5821434
Public Transport Stations,Boren-Lindaunis Schleibrücke Nord,9.8190262,54.5845604
Public Transport Stations,Jungshoved Kirkehavn (Postbåden Røret),12.1215148,55.0814397
Public Transport Stations,Stavreby (Postbåden Røret),12.1456634,55.0790528
Public Transport Stations,Camping Mønbroen,12.1730295,54.9864449
Public Transport Stations,Øresundslinjen,12.6141372,56.0330531
Public Transport Stations,Sundbusserne,12.6155822,56.0340651
Public Transport Stations,Stigsnæs Færgehavn,11.2446022,55.2124690
Public Transport Stations,Kinnared,13.1072688,57.0253200
Public Transport Stations,Torup station,13.0798325,56.9576313
Public Transport Stations,Sannarp,12.8925442,56.6861159
Public Transport Stations,Landeryd,13.2651812,57.0767890
Public Transport Stations,Skjelskør V,11.2910478,55.2536829
Public Transport Stations,Favrholm,12.3149094,55.9106725
Public Transport Stations,Klostergården,13.1727051,55.6953605
Public Transport Stations,Hjärup,13.1350489,55.6732634
Public Transport Stations,Åkarp,13.1045517,55.6551397
Public Transport Stations,Höganäs Busstorget,12.5587371,56.2011196
Public Transport Stations,Lindome,12.0786712,57.5760411
Public Transport Stations,Karlshamn,14.8675877,56.1768457
Public Transport Stations,Sölvesborg,14.5835995,56.0498463
Public Transport Stations,"Sassnitz, Busbahnhof",13.639915735,54.516645245
Public Transport Stations,Westerland ZOB,8.310693383333333333333333333,54.90587268333333333333333333
Public Transport Stations,Bahnhof Westerland,8.309816975,54.907378195
Public Transport Stations,Körkarlens Gata,11.98757812222222222222222222,57.7577471
Public Transport Stations,Mölndals bro,12.01830530344827586206896552,57.65553869655172413793103448
Public Transport Stations,Värnhem,13.0231219375,55.605768625
Public Transport Stations,Sjöbo busstation,13.69992939333333333333333333,55.63098581333333333333333333
Public Transport Stations,Ystad station,13.8267395,55.4276570
Public Transport Stations,Örkelljunga busstation,13.28124833333333333333333333,56.28320658333333333333333333
Public Transport Stations,Markaryds järnvägsstation,13.59377268333333333333333333,56.4579101
Public Transport Stations,Brösarps bussterminal,14.09702503333333333333333333,55.72798061666666666666666667
Public Transport Stations,Svalöv Skolgatan,13.10694421666666666666666667,55.92230858333333333333333333
Public Transport Stations,Teckomatorps station,13.0858405,55.87119128333333333333333333
Public Transport Stations,Aalborg Busterminal,9.918415141666666666666666667,57.04164045833333333333333333
Public Transport Stations,ZOB Schleswig,9.565688011111111111111111111,54.51521758888888888888888889
Public Transport Stations,Centralplan,13.00036594,55.60854682
Public Transport Stations,Jönköping Centralstation,14.162692724,57.784349516
Public Transport Stations,Kolding Rutebilstation,9.48260956,55.4921493
Public Transport Stations,Södra Sandby busstation,13.34672348571428571428571429,55.71723517142857142857142857
Public Transport Stations,Color Line Terminal,9.968381838095238095238095238,57.59295381428571428571428571
Public Transport Stations,Höör,13.54170163571428571428571429,55.93677124285714285714285714
Public Transport Stations,Varde Station,8.484983638461538461538461538,55.61671643846153846153846154
Public Transport Stations,Stena Line Frederikshavn,10.5438939875,57.4346029125
Public Transport Stations,Värnamo Station,14.03636085555555555555555556,57.18543935555555555555555556
Public Transport Stations,Langelandslinjen,10.83228191428571428571428571,54.93494148571428571428571429
Public Transport Stations,Hyllie,12.97585547916666666666666667,55.56276670833333333333333333
Public Transport Stations,Eksjö järnvägsstation,14.97536520476190476190476190,57.66402749523809523809523810
Public Transport Stations,Eksjö resecentrum,14.97616159090909090909090909,57.66422103636363636363636364
Public Transport Stations,Bankgatan,13.19590490833333333333333333,55.700675175
Public Transport Stations,Holbæk St.,11.70765129444444444444444444,55.71617480555555555555555556
Public Transport Stations,Fredericia Banegård (Bybusser),9.740723311111111111111111111,55.56768138333333333333333333
Public Transport Stations,Kappeln (Schlei) ZOB,9.926856428571428571428571429,54.65941185714285714285714286
Public Transport Stations,Fjerritslev Busterminal,9.267075333333333333333333333,57.08649641666666666666666667
Public Transport Stations,Middelfart Busstation,9.73457544,55.50214974
Public Transport Stations,Esbjerg Rutebilstation,8.458788171428571428571428571,55.4694622
Public Transport Stations,Slangerup Busstation,12.17480442,55.84413592
Public Transport Stations,Aarhus Rutebilstation,10.20842686875,56.15187002291666666666666667
Public Transport Stations,Varberg,12.24895680952380952380952381,57.10929273809523809523809524
Public Transport Stations,Öresundsterminalen,13.0973787,55.60773518461538461538461538
Public Transport Stations,Lomma busstation,13.06908812857142857142857143,55.67384257142857142857142857
Public Transport Stations,Brovst Busterminal,9.52135076,57.0964025
